Workcenter,Machine,Job,Type,Priority
1,0,job15561,3,1
3,0,job15464,1,1
2,1,job15502,3,1
2,0,job15395,3,1
3,0,job15257,2,1
2,1,job15415,4,1
1,1,job15366,2,1
3,1,job15484,2,1
1,0,job15571,4,1
4,0,job15493,4,1
4,1,job15188,1,1
3,1,job15317,4,1
4,0,job15433,2,1
4,1,job15238,1,1
1,1,job15581,2,1
3,1,job15494,4,1
2,0,job15442,2,1
2,1,job15512,3,1
4,0,job15308,4,1
2,0,job15405,3,1
4,0,job15503,3,1
3,1,job15434,2,1
1,1,job15356,2,1
1,0,job15591,3,1
4,1,job15268,3,1
1,0,job15416,4,1
3,1,job15297,4,1
2,1,job15452,2,1
4,0,job15168,1,1
2,0,job15375,2,1
1,0,job15396,3,1
1,0,job15601,3,1
3,0,job15504,3,1
3,1,job15327,4,1
4,0,job15443,2,1
4,0,job15513,3,1
4,0,job15208,2,1
1,1,job15611,2,1
3,1,job15387,4,1
2,1,job15485,2,1
2,1,job15472,2,1
4,0,job15453,2,1
1,0,job15406,3,1
2,0,job15425,3,1
2,1,job15552,3,1
1,0,job15621,3,1
2,0,job15465,1,1
3,0,job15444,2,1
2,1,job15562,3,1
3,0,job15247,1,1
1,1,job15486,2,1
4,0,job15318,4,1
3,0,job15514,3,1
1,1,job15376,2,1
4,0,job15473,2,1
1,0,job15631,4,1
2,1,job15572,4,1
4,1,job15258,2,1
1,0,job15426,3,1
3,0,job15277,2,1
2,0,job15495,4,1
1,1,job15641,1,1
2,1,job15592,3,1
2,1,job15505,3,1
4,0,job15553,3,1
1,1,job15466,1,1
3,1,job15454,2,1
3,1,job15417,4,1
1,1,job15651,1,1
1,0,job15496,4,1
2,0,job15435,2,1
3,0,job15337,1,1
2,0,job15445,2,1
3,0,job15397,3,1
4,0,job15563,3,1
3,0,job15474,2,1
2,1,job15602,3,1
4,1,job15248,1,1
1,0,job15661,3,1
3,0,job15554,3,1
2,0,job15522,2,1
3,0,job15407,3,1
1,1,job15436,2,1
4,0,job15573,4,1
4,1,job15298,4,1
2,1,job15515,3,1
3,0,job15564,3,1
1,1,job15671,2,1
2,1,job15622,3,1
3,1,job15574,4,1
4,0,job15278,2,1
2,1,job15632,4,1
2,0,job15532,2,1
4,0,job15593,3,1
1,1,job15446,2,1
4,0,job15328,4,1
1,1,job15681,2,1
3,0,job15427,3,1
4,1,job15338,1,1
4,0,job15523,2,1
1,0,job15506,3,1
4,0,job15533,2,1
4,1,job15398,3,1
1,1,job15691,2,1
3,1,job15497,4,1
3,0,job15594,3,1
2,0,job15542,2,1
4,0,job15388,4,1
4,0,job15543,2,1
2,1,job15662,3,1
4,0,job15603,3,1
2,0,job15475,2,1
1,0,job15701,4,1
3,0,job15507,3,1
3,1,job15347,2,1
1,0,job15516,3,1
2,0,job15455,2,1
3,0,job15524,2,1
2,1,job15555,3,1
2,1,job15702,4,1
1,0,job15711,1,1
3,0,job15534,2,1
4,1,job15408,3,1
1,1,job15476,2,1
3,0,job15517,3,1
3,0,job15367,2,1
4,0,job15623,3,1
2,0,job15565,3,1
4,0,job15418,4,1
1,0,job15721,4,1
2,0,job15712,1,1
3,1,job15544,2,1
4,1,job15428,3,1
1,1,job15456,2,1
2,0,job15582,2,1
4,0,job15633,4,1
3,0,job15604,3,1
2,0,job15595,3,1
1,0,job15731,1,1
2,1,job15722,4,1
2,0,job15575,4,1
3,0,job15624,3,1
4,1,job15508,3,1
1,0,job15566,3,1
3,0,job15357,2,1
4,0,job15663,3,1
1,1,job15741,2,1
2,0,job15732,1,1
4,0,job15713,1,1
3,1,job15634,4,1
4,0,job15498,4,1
2,0,job15525,2,1
3,0,job15567,3,1
1,0,job15556,3,1
3,0,job15664,3,1
4,0,job15583,2,1
1,0,job15751,4,1
2,1,job15612,2,1
3,0,job15557,3,1
4,0,job15348,2,1
3,0,job15714,1,1
1,0,job15596,3,1
2,0,job15535,2,1
2,1,job15752,4,1
4,0,job15703,4,1
1,0,job15761,1,1
3,1,job15487,2,1
1,0,job15576,4,1
3,0,job15597,3,1
4,1,job15518,3,1
2,0,job15545,2,1
3,0,job15584,2,1
1,0,job15771,1,1
4,0,job15723,4,1
4,1,job15368,2,1
4,0,job15733,1,1
3,1,job15377,2,1
2,1,job15762,1,1
4,0,job15613,2,1
1,0,job15781,4,1
2,1,job15635,4,1
2,0,job15605,3,1
3,1,job15577,4,1
2,1,job15642,1,1
3,1,job15704,4,1
2,0,job15625,3,1
1,0,job15526,2,1
4,0,job15488,2,1
1,0,job15791,2,1
4,0,job15753,4,1
3,1,job15724,4,1
2,1,job15772,1,1
3,0,job15734,1,1
4,1,job15358,2,1
4,0,job15378,2,1
3,0,job15467,1,1
4,0,job15763,1,1
1,0,job15801,3,1
1,0,job15536,2,1
2,1,job15782,4,1
3,1,job15614,2,1
4,1,job15568,3,1
1,0,job15636,4,1
2,1,job15652,1,1
1,0,job15811,3,1
2,0,job15665,3,1
4,0,job15578,4,1
4,1,job15558,3,1
1,1,job15546,2,1
3,0,job15527,2,1
4,0,job15643,1,1
1,0,job15821,4,1
3,1,job15754,4,1
3,0,job15437,2,1
4,0,job15773,1,1
2,0,job15715,1,1
1,0,job15606,3,1
2,1,job15705,4,1
1,1,job15831,2,1
2,0,job15792,2,1
4,1,job15598,3,1
1,0,job15626,3,1
2,0,job15672,2,1
3,0,job15764,1,1
4,0,job15783,4,1
2,0,job15802,3,1
1,0,job15841,4,1
2,0,job15725,4,1
1,0,job15666,3,1
2,0,job15585,2,1
4,0,job15653,1,1
3,1,job15447,2,1
1,0,job15851,1,1
1,1,job15716,1,1
3,0,job15644,1,1
3,1,job15537,2,1
1,0,job15706,4,1
2,0,job15615,2,1
3,0,job15774,1,1
4,0,job15793,2,1
2,0,job15735,1,1
1,0,job15861,3,1
4,0,job15673,2,1
4,1,job15468,1,1
3,1,job15784,4,1
2,1,job15682,2,1
3,1,job15637,4,1
3,0,job15654,1,1
4,1,job15528,2,1
4,0,job15683,2,1
1,0,job15871,4,1
2,0,job15812,3,1
2,0,job15755,4,1
4,0,job15803,3,1
3,1,job15794,2,1
2,1,job15692,2,1
4,1,job15438,2,1
2,0,job15822,4,1
4,1,job15448,2,1
1,0,job15726,4,1
1,1,job15881,2,1
3,1,job15674,2,1
4,0,job15693,2,1
3,0,job15607,3,1
2,0,job15765,1,1
3,1,job15684,2,1
3,0,job15627,3,1
4,0,job15538,2,1
1,0,job15891,3,1
3,0,job15477,2,1
3,0,job15804,3,1
2,1,job15842,4,1
2,0,job15645,1,1
1,1,job15586,2,1
1,0,job15901,4,1
3,0,job15694,2,1
3,0,job15667,3,1
2,0,job15775,1,1
3,0,job15457,2,1
2,1,job15785,4,1
1,0,job15911,4,1
4,0,job15843,4,1
1,1,job15616,2,1
2,0,job15655,1,1
2,1,job15852,1,1
1,0,job15786,4,1
2,1,job15742,2,1
1,0,job15921,4,1
3,1,job15844,4,1
4,1,job15608,3,1
4,0,job15638,4,1
1,1,job15736,1,1
3,1,job15707,4,1
4,1,job15628,3,1
4,0,job15853,1,1
2,0,job15862,3,1
3,0,job15547,2,1
1,0,job15931,1,1
3,0,job15854,1,1
4,0,job15743,2,1
2,1,job15795,2,1
4,0,job15813,3,1
4,1,job15478,2,1
2,0,job15872,4,1
1,0,job15756,4,1
3,1,job15744,2,1
1,0,job15941,1,1
2,0,job15805,3,1
2,1,job15675,2,1
3,0,job15814,3,1
2,1,job15832,2,1
3,1,job15727,4,1
1,1,job15796,2,1
4,0,job15823,4,1
1,0,job15951,4,1
2,1,job15892,3,1
2,1,job15695,2,1
2,1,job15685,2,1
1,1,job15766,1,1
3,0,job15717,1,1
3,1,job15824,4,1
1,1,job15676,2,1
2,1,job15902,4,1
4,1,job15668,3,1
1,0,job15961,3,1
1,1,job15646,1,1
4,0,job15833,2,1
2,1,job15912,4,1
4,1,job15458,2,1
1,0,job15971,4,1
1,1,job15776,1,1
2,0,job15845,4,1
2,0,job15882,2,1
3,0,job15834,2,1
3,1,job15787,4,1
1,1,job15656,1,1
4,0,job15893,3,1
4,0,job15548,2,1
1,0,job15981,3,1
2,1,job15922,4,1
3,0,job15894,3,1
3,0,job15587,2,1
4,0,job15708,4,1
2,0,job15855,1,1
4,0,job15863,3,1
1,0,job15991,3,1
2,1,job15932,1,1
1,1,job15696,2,1
2,0,job15815,3,1
3,1,job15617,2,1
1,1,job16001,1,1
2,1,job15745,2,1
3,1,job15757,4,1
4,1,job15718,1,1
4,0,job15873,4,1
1,0,job15686,2,1
3,0,job15864,3,1
1,1,job16011,1,1
3,0,job15737,1,1
1,0,job15806,3,1
2,1,job15942,1,1
4,0,job15728,4,1
2,0,job15835,2,1
3,1,job15874,4,1
1,0,job16021,3,1
2,1,job15952,4,1
1,0,job15846,4,1
4,0,job15903,4,1
2,0,job15895,3,1
3,0,job15797,2,1
4,0,job15883,2,1
1,1,job16031,2,1
2,1,job15825,4,1
3,1,job15904,4,1
2,1,job15962,3,1
1,1,job15856,1,1
4,1,job15588,2,1
4,0,job15913,4,1
2,1,job15972,4,1
3,0,job15884,2,1
3,0,job15767,1,1
1,0,job16041,1,1
2,0,job15865,3,1
1,0,job15816,3,1
3,1,job15914,4,1
4,0,job15788,4,1
2,1,job15982,3,1
4,0,job15923,4,1
4,1,job15738,1,1
1,0,job16051,3,1
2,1,job15992,3,1
4,1,job15618,2,1
3,0,job15677,2,1
4,0,job15933,1,1
1,0,job15836,2,1
3,1,job15924,4,1
4,0,job15798,2,1
1,0,job16061,2,1
3,0,job15934,1,1
3,0,job15687,2,1
1,0,job15896,3,1
1,1,job16071,2,1
3,0,job15647,1,1
4,0,job15758,4,1
2,1,job15885,2,1
1,1,job15746,2,1
3,0,job15807,3,1
1,0,job15866,3,1
4,1,job15768,1,1
1,0,job16081,4,1
2,0,job16022,3,1
4,0,job15943,1,1
3,0,job15777,1,1
2,1,job15875,4,1
4,0,job15678,2,1
3,0,job15944,1,1
3,1,job15847,4,1
1,0,job16091,4,1
4,0,job16023,3,1
2,0,job15935,1,1
3,0,job15657,1,1
4,0,job15953,4,1
2,1,job15905,4,1
1,0,job16101,1,1
2,0,job16042,1,1
1,0,job15826,4,1
1,1,job15936,1,1
3,0,job16024,3,1
4,0,job15688,2,1
3,0,job15817,3,1
3,0,job15697,2,1
1,0,job16111,4,1
4,0,job16043,1,1
4,1,job15648,1,1
2,1,job16052,3,1
2,0,job15915,4,1
3,1,job15954,4,1
4,0,job15963,3,1
4,1,job15808,3,1
1,0,job16121,4,1
1,0,job15916,4,1
2,0,job16002,1,1
4,1,job15778,1,1
3,0,job15837,2,1
2,1,job15925,4,1
1,0,job16131,2,1
3,0,job16044,1,1
4,0,job15973,4,1
2,0,job16012,1,1
4,0,job16003,1,1
2,0,job15945,1,1
3,0,job15964,3,1
4,1,job15658,1,1
1,0,job16141,4,1
2,0,job16062,2,1
4,0,job16013,1,1
4,0,job15848,4,1
3,1,job15974,4,1
4,0,job15983,3,1
1,1,job15946,1,1
2,1,job16025,3,1
3,0,job15897,3,1
2,0,job16032,2,1
3,0,job16004,1,1
1,1,job16151,2,1
3,0,job15867,3,1
3,0,job16014,1,1
4,1,job15818,3,1
4,0,job16063,2,1
4,0,job15993,3,1
2,0,job15955,4,1
4,0,job16033,2,1
2,0,job16082,4,1
1,1,job16161,2,1
4,0,job15698,2,1
3,0,job15857,1,1
2,0,job16092,4,1
1,0,job15956,4,1
3,0,job15984,3,1
1,1,job15886,2,1
4,1,job15838,2,1
2,0,job15975,4,1
1,0,job16171,3,1
3,1,job16064,2,1
2,1,job16102,1,1
1,0,job15876,4,1
2,0,job16072,2,1
3,0,job15994,3,1
4,0,job16083,4,1
2,0,job16045,1,1
1,0,job16181,4,1
1,0,job15906,4,1
3,1,job16034,2,1
3,1,job15827,4,1
2,0,job16065,2,1
2,1,job15965,3,1
3,1,job15747,2,1
4,0,job16093,4,1
1,0,job16191,4,1
2,0,job16112,4,1
4,1,job15898,3,1
1,0,job15976,4,1
2,1,job16122,4,1
4,0,job16053,3,1
1,1,job16201,1,1
2,0,job16035,2,1
4,0,job16073,2,1
2,0,job16005,1,1
3,1,job16084,4,1
1,0,job15926,4,1
3,0,job15937,1,1
3,1,job15917,4,1
1,1,job16046,1,1
3,1,job16094,4,1
4,1,job15868,3,1
1,0,job16211,2,1
1,0,job16026,3,1
3,0,job16054,3,1
4,0,job15828,4,1
2,1,job16015,1,1
3,0,job15947,1,1
2,0,job16132,2,1
1,1,job16221,2,1
3,1,job16074,2,1
4,1,job15858,1,1
1,1,job16066,2,1
4,0,job16103,1,1
4,1,job15748,2,1
2,0,job16142,4,1
2,1,job15985,3,1
1,1,job16231,3,1
1,0,job15966,3,1
2,0,job16152,2,1
3,0,job16104,1,1
3,1,job15957,4,1
4,0,job16113,4,1
2,0,job15995,3,1
2,1,job16085,4,1
1,1,job16241,1,1
2,1,job16172,3,1
4,1,job15938,1,1
3,1,job16114,4,1
4,0,job16123,4,1
2,0,job16162,2,1
1,1,job16036,2,1
1,1,job16016,1,1
2,1,job16055,3,1
3,1,job16124,4,1
4,0,job15918,4,1
3,1,job15877,4,1
1,0,job16251,1,1
1,1,job16006,1,1
3,0,job15887,2,1
4,1,job15948,1,1
2,1,job16182,4,1
1,0,job15986,3,1
1,1,job16261,2,1
4,0,job16133,2,1
2,0,job16095,4,1
3,1,job15907,4,1
2,0,job16105,1,1
1,0,job16086,4,1
2,1,job16202,1,1
1,1,job16271,2,1
2,0,job16192,4,1
3,0,job16134,2,1
4,1,job15888,2,1
4,0,job16143,4,1
1,1,job16281,2,1
2,0,job16075,2,1
3,1,job15977,4,1
3,0,job16047,1,1
4,0,job16153,2,1
4,0,job16173,3,1
3,1,job16144,4,1
2,0,job16135,2,1
3,1,job15927,4,1
1,0,job16056,3,1
1,0,job15996,3,1
1,1,job16291,3,1
3,0,job16154,2,1
4,1,job16048,1,1
4,0,job15958,4,1
4,0,job16163,2,1
2,1,job16222,2,1
3,0,job16174,3,1
1,1,job16301,1,1
1,0,job16096,4,1
2,1,job16212,2,1
4,0,job16183,4,1
2,0,job16155,2,1
2,0,job16115,4,1
3,0,job16027,3,1
1,1,job16106,1,1
3,0,job16067,2,1
3,0,job16164,2,1
4,0,job16203,1,1
1,0,job16311,1,1
3,0,job15967,3,1
2,0,job16175,3,1
2,1,job16232,3,1
4,0,job16223,2,1
3,1,job16184,4,1
4,1,job16028,3,1
4,0,job16213,2,1
2,0,job16125,4,1
2,1,job16252,1,1
3,0,job16204,1,1
4,0,job16193,4,1
1,0,job16321,3,1
2,1,job16242,1,1
4,1,job16068,2,1
3,0,job15987,3,1
3,0,job16224,2,1
1,0,job16331,3,1
4,0,job16233,3,1
3,0,job16214,2,1
4,0,job15878,4,1
3,1,job16087,4,1
1,1,job16076,2,1
2,0,job16165,2,1
3,0,job16037,2,1
1,0,job16341,4,1
3,0,job16057,3,1
3,1,job16194,4,1
4,0,job16253,1,1
4,1,job15968,3,1
3,0,job15997,3,1
3,0,job16234,3,1
4,0,job15908,4,1
4,0,job16243,1,1
1,0,job16136,2,1
1,1,job16351,1,1
2,1,job16205,1,1
3,0,job16017,1,1
3,1,job16097,4,1
1,0,job16361,4,1
3,0,job16254,1,1
4,1,job15988,3,1
1,1,job16206,1,1
4,0,job15978,4,1
1,0,job16156,2,1
2,1,job16312,1,1
3,0,job16007,1,1
1,1,job16371,1,1
1,0,job16116,4,1
3,0,job16244,1,1
2,0,job16225,2,1
2,0,job16322,3,1
4,0,job16313,1,1
2,0,job16145,4,1
1,0,job16176,3,1
2,1,job16332,3,1
1,1,job16381,2,1
2,1,job16262,2,1
2,0,job16215,2,1
3,0,job16314,1,1
1,0,job16126,4,1
2,1,job16342,4,1
4,0,job15928,4,1
4,0,job16038,2,1
1,0,job16391,3,1
2,1,job16272,2,1
4,0,job16333,3,1
4,1,job16058,3,1
4,0,job16263,2,1
3,0,job16137,2,1
1,1,job16166,2,1
2,1,job16185,4,1
4,1,job15998,3,1
1,0,job16401,4,1
2,1,job16362,4,1
2,0,job16282,2,1
2,0,job16235,3,1
1,0,job16411,4,1
3,0,job16334,3,1
4,0,job16343,4,1
1,0,job16226,2,1
4,1,job16018,1,1
2,0,job16292,3,1
4,1,job16088,4,1
4,0,job16273,2,1
3,1,job16264,2,1
3,0,job16157,2,1
1,0,job16421,4,1
1,0,job16186,4,1
2,0,job16255,1,1
3,1,job16344,4,1
2,1,job16302,1,1
3,1,job16117,4,1
4,0,job16323,3,1
2,0,job16195,4,1
4,1,job16008,1,1
1,0,job16431,4,1
3,0,job16274,2,1
3,0,job16177,3,1
1,0,job16146,4,1
4,0,job16363,4,1
2,1,job16245,1,1
3,0,job16324,3,1
3,0,job16107,1,1
1,1,job16441,1,1
3,1,job16127,4,1
2,1,job16315,1,1
4,0,job16098,4,1
4,0,job16303,1,1
3,1,job16364,4,1
1,1,job16216,2,1
2,1,job16392,3,1
1,0,job16451,3,1
1,1,job16246,1,1
3,1,job16077,2,1
4,0,job16138,2,1
4,0,job16283,2,1
1,1,job16316,1,1
2,0,job16265,2,1
3,0,job16304,1,1
2,1,job16402,4,1
1,0,job16461,3,1
2,1,job16335,3,1
1,0,job16236,3,1
2,1,job16412,4,1
2,1,job16352,1,1
4,0,job16393,3,1
1,0,job16471,2,1
4,1,job16158,2,1
2,1,job16345,4,1
3,0,job16284,2,1
4,0,job16293,3,1
3,0,job16227,2,1
3,1,job16207,1,1
1,1,job16481,1,1
3,0,job16394,3,1
1,1,job16256,1,1
2,0,job16275,2,1
3,0,job16294,3,1
4,0,job16403,4,1
2,0,job16422,4,1
4,0,job16118,4,1
2,1,job16372,1,1
4,1,job16178,3,1
1,0,job16196,4,1
1,1,job16491,2,1
3,1,job16404,4,1
1,0,job16336,3,1
3,1,job16187,4,1
2,0,job16325,3,1
2,1,job16432,4,1
4,0,job16128,4,1
1,1,job16501,2,1
2,0,job16382,2,1
4,1,job16108,1,1
1,1,job16266,2,1
3,1,job16147,4,1
4,0,job16413,4,1
1,0,job16511,3,1
2,1,job16305,1,1
3,1,job16414,4,1
2,1,job16365,4,1
3,0,job16167,2,1
4,0,job16353,1,1
2,1,job16452,3,1
1,0,job16521,4,1
1,0,job16276,2,1
3,0,job16354,1,1
1,0,job16346,4,1
2,1,job16462,3,1
2,0,job16285,2,1
4,0,job16078,2,1
2,1,job16442,1,1
3,0,job16237,3,1
1,0,job16531,3,1
4,1,job16208,1,1
4,0,job16373,1,1
4,1,job16228,2,1
4,0,job16423,4,1
1,0,job16541,4,1
3,0,job16217,2,1
2,0,job16395,3,1
3,0,job16374,1,1
2,0,job16472,2,1
1,0,job16326,3,1
2,0,job16405,4,1
4,0,job16433,4,1
2,0,job16295,3,1
3,1,job16424,4,1
4,0,job16383,2,1
1,0,job16551,3,1
3,1,job16197,4,1
1,1,job16306,1,1
3,1,job16434,4,1
3,0,job16247,1,1
3,0,job16337,3,1
4,1,job16168,2,1
1,1,job16561,1,1
1,0,job16366,4,1
4,0,job16188,4,1
3,0,job16384,2,1
1,1,job16286,2,1
2,1,job16512,3,1
2,0,job16355,1,1
3,0,job16317,1,1
1,0,job16396,3,1
2,1,job16522,4,1
1,0,job16571,2,1
4,1,job16238,3,1
4,0,job16453,3,1
4,0,job16148,4,1
2,1,job16482,1,1
4,0,job16473,2,1
1,0,job16581,4,1
3,0,job16454,3,1
4,0,job16218,2,1
1,0,job16406,4,1
3,0,job16277,2,1
4,0,job16463,3,1
2,0,job16415,4,1
1,0,job16591,3,1
3,0,job16257,1,1
2,1,job16375,1,1
1,0,job16296,3,1
3,1,job16347,4,1
3,0,job16474,2,1
4,0,job16443,1,1
4,1,job16248,1,1
1,1,job16356,1,1
1,0,job16601,3,1
2,1,job16532,3,1
2,0,job16425,4,1
4,1,job16338,3,1
2,0,job16492,2,1
1,0,job16416,4,1
2,1,job16542,4,1
4,0,job16513,3,1
1,0,job16611,3,1
3,0,job16464,3,1
1,1,job16426,4,1
3,0,job16444,1,1
2,0,job16385,2,1
3,0,job16327,3,1
4,0,job16198,4,1
3,0,job16514,3,1
4,0,job16493,2,1
1,1,job16621,1,1
2,0,job16502,2,1
2,1,job16552,3,1
4,0,job16523,4,1
4,1,job16318,1,1
2,0,job16455,3,1
3,1,job16367,4,1
4,0,job16483,1,1
1,0,job16631,3,1
2,0,job16435,4,1
1,1,job16386,2,1
3,0,job16267,2,1
3,0,job16494,2,1
1,1,job16376,1,1
3,0,job16397,3,1
4,0,job16503,2,1
4,0,job16278,2,1
1,0,job16641,4,1
3,1,job16524,4,1
4,0,job16348,4,1
1,0,job16456,3,1
3,0,job16307,1,1
4,1,job16258,1,1
3,0,job16484,1,1
4,0,job16533,3,1
1,1,job16651,1,1
2,0,job16572,2,1
1,0,job16436,4,1
3,0,job16504,2,1
2,1,job16562,1,1
2,1,job16582,4,1
4,0,job16368,4,1
2,0,job16475,2,1
4,0,job16573,2,1
1,0,job16661,4,1
4,0,job16543,4,1
3,1,job16407,4,1
2,1,job16465,3,1
1,0,job16671,3,1
3,1,job16287,2,1
2,0,job16525,4,1
1,1,job16476,2,1
2,1,job16592,3,1
2,1,job16445,1,1
3,0,job16534,3,1
4,0,job16553,3,1
1,1,job16681,2,1
3,0,job16297,3,1
1,0,job16526,4,1
4,1,job16328,3,1
3,0,job16357,1,1
2,1,job16602,3,1
4,0,job16563,1,1
4,0,job16408,4,1
1,1,job16691,1,1
2,0,job16515,3,1
3,1,job16574,2,1
3,1,job16427,4,1
3,1,job16417,4,1
4,0,job16288,2,1
1,0,job16701,3,1
3,1,job16544,4,1
1,0,job16516,3,1
4,0,job16583,4,1
4,1,job16268,2,1
2,1,job16612,3,1
3,0,job16554,3,1
2,0,job16622,1,1
2,0,job16575,2,1
1,0,job16466,3,1
1,1,job16711,2,1
3,0,job16564,1,1
2,1,job16632,3,1
2,0,job16495,2,1
4,0,job16623,1,1
2,1,job16642,4,1
4,1,job16398,3,1
3,0,job16387,2,1
1,1,job16721,2,1
4,0,job16593,3,1
3,0,job16457,3,1
4,0,job16428,4,1
4,1,job16308,1,1
1,1,job16446,1,1
1,0,job16576,2,1
1,1,job16731,2,1
2,0,job16485,1,1
3,1,job16437,4,1
3,0,job16377,1,1
3,1,job16584,4,1
2,1,job16662,4,1
4,0,job16418,4,1
3,0,job16624,1,1
4,0,job16603,3,1
1,0,job16741,1,1
2,1,job16652,1,1
1,1,job16496,2,1
2,0,job16505,2,1
3,0,job16594,3,1
2,1,job16672,3,1
2,0,job16545,4,1
1,0,job16751,4,1
1,1,job16486,1,1
2,1,job16535,3,1
4,0,job16613,3,1
3,1,job16527,4,1
3,0,job16477,2,1
4,1,job16298,3,1
1,0,job16761,1,1
3,0,job16604,3,1
2,1,job16702,3,1
4,1,job16358,1,1
4,1,job16633,3,1
1,1,job16506,2,1
4,0,job16438,4,1
3,0,job16614,3,1
2,0,job16682,2,1
3,0,job16517,3,1
1,0,job16771,4,1
3,0,job16467,3,1
2,0,job16555,3,1
1,0,job16546,4,1
4,0,job16643,4,1
2,1,job16585,4,1
4,0,job16683,2,1
1,1,job16781,2,1
2,0,job16692,1,1
2,0,job16565,1,1
3,0,job16577,2,1
3,1,job16644,4,1
1,0,job16556,3,1
4,0,job16663,4,1
4,1,job16388,2,1
1,1,job16791,2,1
3,1,job16684,2,1
4,0,job16528,4,1
2,0,job16712,2,1
2,1,job16742,1,1
3,0,job16634,3,1
4,1,job16458,3,1
4,0,job16693,1,1
4,0,job16653,1,1
3,1,job16664,4,1
1,0,job16801,1,1
1,0,job16566,1,1
2,1,job16752,4,1
4,1,job16378,1,1
2,0,job16645,4,1
4,0,job16713,2,1
2,0,job16722,2,1
1,0,job16811,3,1
2,0,job16625,1,1
3,0,job16694,1,1
4,0,job16673,3,1
2,0,job16762,1,1
3,0,job16654,1,1
1,0,job16646,4,1
2,1,job16595,3,1
1,0,job16536,3,1
2,0,job16685,2,1
2,1,job16772,4,1
3,0,job16714,2,1
4,0,job16723,2,1
1,1,job16821,1,1
3,0,job16447,1,1
3,0,job16674,3,1
1,1,job16626,1,1
4,1,job16478,2,1
3,1,job16547,4,1
1,0,job16831,4,1
4,0,job16703,3,1
3,1,job16724,2,1
3,0,job16557,3,1
2,1,job16665,4,1
4,0,job16763,1,1
2,0,job16605,3,1
1,0,job16586,4,1
2,0,job16732,2,1
3,0,job16704,3,1
1,0,job16841,1,1
2,0,job16615,3,1
3,0,job16764,1,1
2,1,job16802,1,1
4,0,job16743,1,1
4,1,job16518,3,1
4,0,job16548,4,1
1,0,job16851,3,1
3,1,job16497,2,1
1,1,job16686,2,1
3,0,job16744,1,1
4,1,job16468,3,1
3,0,job16567,1,1
1,0,job16606,3,1
1,0,job16861,4,1
2,0,job16725,2,1
4,0,job16753,4,1
4,1,job16578,2,1
3,0,job16487,1,1
4,0,job16733,2,1
2,1,job16812,3,1
3,1,job16754,4,1
1,0,job16596,3,1
1,1,job16871,3,1
2,0,job16635,3,1
4,1,job16498,2,1
1,0,job16616,3,1
3,0,job16734,2,1
3,1,job16647,4,1
3,1,job16507,2,1
2,0,job16695,1,1
3,0,job16537,3,1
1,0,job16881,1,1
4,0,job16773,4,1
2,1,job16755,4,1
2,0,job16655,1,1
2,1,job16832,4,1
1,1,job16726,2,1
1,0,job16666,4,1
2,0,job16782,2,1
3,1,job16774,4,1
1,0,job16891,3,1
3,1,job16587,4,1
1,0,job16636,3,1
4,0,job16803,1,1
4,1,job16648,4,1
2,0,job16715,2,1
1,0,job16901,3,1
3,0,job16804,1,1
1,1,job16696,1,1
2,0,job16792,2,1
2,0,job16842,1,1
4,1,job16448,1,1
4,0,job16508,2,1
1,1,job16656,1,1
4,0,job16813,3,1
1,1,job16911,1,1
2,0,job16675,3,1
2,1,job16852,3,1
2,1,job16822,1,1
4,0,job16783,2,1
1,0,job16756,4,1
3,0,job16607,3,1
4,1,job16558,3,1
2,1,job16775,4,1
1,1,job16921,2,1
3,0,job16814,3,1
2,1,job16862,4,1
2,0,job16705,3,1
3,0,job16627,1,1
1,1,job16716,2,1
3,0,job16597,3,1
4,0,job16833,4,1
3,1,job16784,2,1
4,0,job16793,2,1
1,0,job16931,4,1
2,0,job16765,1,1
3,0,job16617,3,1
4,0,job16588,4,1
3,1,job16834,4,1
3,1,job16687,2,1
2,1,job16745,1,1
4,0,job16843,1,1
4,1,job16853,3,1
1,1,job16941,3,1
2,1,job16882,1,1
3,1,job16794,2,1
3,0,job16854,3,1
4,1,job16568,1,1
2,0,job16785,2,1
2,0,job16872,3,1
1,0,job16676,3,1
4,0,job16823,1,1
4,1,job16488,1,1
1,0,job16951,4,1
3,1,job16667,4,1
3,0,job16844,1,1
1,0,job16706,3,1
1,0,job16776,4,1
3,0,job16824,1,1
2,1,job16892,3,1
3,0,job16727,2,1
1,0,job16961,4,1
2,1,job16835,4,1
2,0,job16735,2,1
1,1,job16766,1,1
3,0,job16637,3,1
4,0,job16863,4,1
4,1,job16538,3,1
2,1,job16902,3,1
4,0,job16688,2,1
1,0,job16971,3,1
3,0,job16697,1,1
1,1,job16746,1,1
3,1,job16864,4,1
2,1,job16805,1,1
1,1,job16786,2,1
3,1,job16757,4,1
1,1,job16981,1,1
2,0,job16795,2,1
4,0,job16883,1,1
4,1,job16608,3,1
2,1,job16932,4,1
3,0,job16657,1,1
2,0,job16815,3,1
3,0,job16677,3,1
1,0,job16991,4,1
3,0,job16884,1,1
4,0,job16873,3,1
4,1,job16893,3,1
2,1,job16912,1,1
4,1,job16628,1,1
4,0,job16668,4,1
2,1,job16952,4,1
3,0,job16874,3,1
1,0,job17001,1,1
1,0,job16836,4,1
3,0,job16707,3,1
4,1,job16598,3,1
1,1,job16736,2,1
4,1,job16618,3,1
2,0,job16922,2,1
3,0,job16894,3,1
